window_s,sigma_mult,max_hold_s,n,win_rate,mean_r,median_r,total_r,max_r,min_r,mean_mfe_r,mean_cost_r,median_hold_s,stop_rate,p_ge_1r,p_ge_2r,p_ge_3r,p_ge_5r,p_ge_10r,profit_factor,stratum
10,6.0,3600,105,0.13333333333333333,-1.6698266416873497,-2.1081614543034135,-175.3317973771717,5.321799762794665,-5.597025823336596,2.7734271954938667,1.461154685410132,1862.0,0.6476190476190476,0.08571428571428572,0.047619047619047616,0.02857142857142857,0.009523809523809525,0.0,0.1333032584636787,align:unknown
10,6.0,14400,105,0.14285714285714285,-1.6338581132098817,-2.150657967164238,-171.55510188703758,6.373841733129858,-5.597025823336596,4.653785153310451,1.461154685410132,1862.0,0.7904761904761904,0.10476190476190476,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.0,0.2154545687573956,align:unknown
10,6.0,86400,105,0.08571428571428572,-1.2490868077146924,-2.239521628421147,-131.1541148100427,23.809899623181906,-5.597025823336596,22.822000531641677,1.461154685410132,1862.0,0.8952380952380953,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.05714285714285714,0.4544574509368148,align:unknown
3,4.0,900,4767,0.1474722047409272,-1.3515901068405407,-2.103850740527016,-6443.030039308857,73.90102200391978,-28.444869940877236,2.692915370316991,1.483911150361646,779.0,0.5246486259702119,0.09125235997482693,0.05894692678833648,0.042794210195091255,0.024124187119781832,0.007342143906020558,0.241229466100294,align:with_trend
3,4.0,3600,4736,0.14780405405405406,-1.358804019730116,-2.1301222408543,-6435.2958374418295,59.59819161919336,-28.444869940877236,5.272466683932511,1.4859987780611614,763.0,0.7286739864864865,0.11000844594594594,0.08086993243243243,0.06313344594594594,0.03885135135135135,0.014991554054054054,0.3270072496193007,align:with_trend
3,4.0,14400,4703,0.10801615989793749,-1.1432510095383233,-2.169561747912056,-5376.709497858735,99.20789521304401,-28.444869940877236,10.480767090042562,1.4873671623947353,748.0,0.8632787582394217,0.09632149691686158,0.08398894322772699,0.06910482670635765,0.054433340421007864,0.03231979587497342,0.48941324886704585,align:with_trend
3,4.0,86400,4556,0.03753292361720808,-0.6173629799216799,-2.211407360555671,-2812.7057365231735,144.29644760329936,-28.444869940877236,29.430628459847316,1.4939624816327932,679.0,0.9620280948200176,0.036215978928884986,0.03533801580333626,0.03511852502194908,0.03446005267778753,0.030728709394205442,0.7494952511469591,align:with_trend
3,6.0,900,1653,0.13006654567453116,-1.5973584673378483,-2.1043374132242514,-2640.433546509463,26.111217573980916,-18.028505433090487,2.799876407185845,1.717212051508828,842.0,0.5075620084694494,0.08106473079249849,0.0544464609800363,0.041742286751361164,0.018148820326678767,0.008469449485783424,0.19913823366783096,align:with_trend
3,6.0,3600,1641,0.14198659354052406,-1.5642444941603355,-2.186816944421794,-2566.9252149171107,37.58213438642764,-18.028505433090487,5.239048195892759,1.7204152567533064,831.0,0.7050578915295551,0.10847044485070079,0.07678244972577697,0.0591102985984156,0.03656307129798903,0.017062766605728214,0.2909290892424275,align:with_trend
3,6.0,14400,1627,0.11800860479409957,-1.3312748804173768,-2.245698714827563,-2165.9842304390722,81.84802673614078,-18.028505433090487,9.139153706460228,1.722203478613277,814.0,0.8371235402581438,0.10141364474492932,0.09157959434542103,0.0743700061462815,0.05716041794714198,0.034419176398279044,0.4467369297779654,align:with_trend
3,6.0,86400,1572,0.04007633587786259,-0.8859724148133925,-2.3137317330988623,-1392.748636086653,130.9371632414119,-18.028505433090487,26.88134374004334,1.73414219141505,726.0,0.9592875318066157,0.03880407124681934,0.03816793893129771,0.03816793893129771,0.037531806615776084,0.03307888040712468,0.6715033424111249,align:with_trend
5,4.0,900,3251,0.15164564749307904,-1.3401302395135215,-2.103772216998884,-4356.7634086584585,38.341064505830985,-14.778470374779944,2.935950270308882,1.530387942736859,812.0,0.5167640725930482,0.09843125192248539,0.06613349738541988,0.048908028298984926,0.028606582589972316,0.008305136880959704,0.2581353873894096,align:with_trend
